date,split,exercise_id,exercise,log_name,set,reps,weight_lb,per_hand,laterality,skipped,untracked,raw
2026-07-19,push,ex05,Single-Arm Shoulder Press,Shoulder press (single-arm),3,11,25,,,,,"13, 11, 11 @ 25 lb — 35 vs 32"
2026-07-19,push,ex33,Dips,Dips,,,,,,yes,,skipped (3 sets done in the morning); carbs/protein light today
2026-07-17,pull,ex20,Chin-Up,Chin-ups,1,12,,,,,,"12, 9, 6 — 27 vs 28 on 07-05; 12-day gap, no groove work"
2026-07-17,pull,ex20,Chin-Up,Chin-ups,2,9,,,,,,"12, 9, 6 — 27 vs 28 on 07-05; 12-day gap, no groove work"
2026-07-17,pull,ex20,Chin-Up,Chin-ups,3,6,,,,,,"12, 9, 6 — 27 vs 28 on 07-05; 12-day gap, no groove work"
2026-07-17,pull,ex49,TRX T-Row,TRX T's (T-pose rows),1,25,,,,,,"25, 20, 20 — 65 vs 47 on 06-22, big jump"
2026-07-17,pull,ex49,TRX T-Row,TRX T's (T-pose rows),2,20,,,,,,"25, 20, 20 — 65 vs 47 on 06-22, big jump"
2026-07-17,pull,ex49,TRX T-Row,TRX T's (T-pose rows),3,20,,,,,,"25, 20, 20 — 65 vs 47 on 06-22, big jump"
2026-07-17,pull,ex-yfly,TRX Y-Fly,Curtain openers (TRX Y flies),1,14,,,,,,"14, 14, 13 — 41 vs 36 on 06-22"
2026-07-17,pull,ex-yfly,TRX Y-Fly,Curtain openers (TRX Y flies),2,14,,,,,,"14, 14, 13 — 41 vs 36 on 06-22"
2026-07-17,pull,ex-yfly,TRX Y-Fly,Curtain openers (TRX Y flies),3,13,,,,,,"14, 14, 13 — 41 vs 36 on 06-22"
2026-07-17,pull,ex18,Dumbbell Upright Row,Dumbbell upright rows,1,10,,,,,,"10, 10, 8 @ 50 — 28 vs 27 on 07-05; felt not-clean, add shrugs on off days"
2026-07-17,pull,ex18,Dumbbell Upright Row,Dumbbell upright rows,2,10,,,,,,"10, 10, 8 @ 50 — 28 vs 27 on 07-05; felt not-clean, add shrugs on off days"
2026-07-17,pull,ex18,Dumbbell Upright Row,Dumbbell upright rows,3,8,,,,,,"10, 10, 8 @ 50 — 28 vs 27 on 07-05; felt not-clean, add shrugs on off days"
2026-07-17,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,1,9,,,,,,"9, 9, 8 @ 40 — 26 vs 24 on 07-05"
2026-07-17,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,2,9,,,,,,"9, 9, 8 @ 40 — 26 vs 24 on 07-05"
2026-07-17,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,3,8,,,,,,"9, 9, 8 @ 40 — 26 vs 24 on 07-05"
2026-07-13,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,1,12,60,yes,,,,"12, 9, 5 @ 60 lb/hand — 26 total vs 27 on 07-03; front-loaded, first 12 at 60"
2026-07-13,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,2,9,60,yes,,,,"12, 9, 5 @ 60 lb/hand — 26 total vs 27 on 07-03; front-loaded, first 12 at 60"
2026-07-13,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,3,5,60,yes,,,,"12, 9, 5 @ 60 lb/hand — 26 total vs 27 on 07-03; front-loaded, first 12 at 60"
2026-07-13,push,ex33,Dips,Dips,1,11,,,,,,"11, 9, 7 — target hit exactly, beats 10/8/5"
2026-07-13,push,ex33,Dips,Dips,2,9,,,,,,"11, 9, 7 — target hit exactly, beats 10/8/5"
2026-07-13,push,ex33,Dips,Dips,3,7,,,,,,"11, 9, 7 — target hit exactly, beats 10/8/5"
2026-07-13,push,ex03,Push-up,Push-ups,1,12,,,,,,"12, 9, 8 — target hit, beats 10/8/7"
2026-07-13,push,ex03,Push-up,Push-ups,2,9,,,,,,"12, 9, 8 — target hit, beats 10/8/7"
2026-07-13,push,ex03,Push-up,Push-ups,3,8,,,,,,"12, 9, 8 — target hit, beats 10/8/7"
2026-07-13,push,ex40,TRX Tricep Extension,TRX tricep extensions,1,10,,,,,,"10, 9, 10 — 29 vs 28"
2026-07-13,push,ex40,TRX Tricep Extension,TRX tricep extensions,2,9,,,,,,"10, 9, 10 — 29 vs 28"
2026-07-13,push,ex40,TRX Tricep Extension,TRX tricep extensions,3,10,,,,,,"10, 9, 10 — 29 vs 28"
2026-07-13,push,ex05,Single-Arm Shoulder Press,Shoulder press (single-arm),1,12,25,,,,,"12, 10, 10 @ 25 lb — 32 vs 31"
2026-07-13,push,ex05,Single-Arm Shoulder Press,Shoulder press (single-arm),2,10,25,,,,,"12, 10, 10 @ 25 lb — 32 vs 31"
2026-07-13,push,ex05,Single-Arm Shoulder Press,Shoulder press (single-arm),3,10,25,,,,,"12, 10, 10 @ 25 lb — 32 vs 31"
2026-07-05,pull,ex20,Chin-Up,Chin-ups,1,12,,,,,,"12, 9, 7 — main pull"
2026-07-05,pull,ex20,Chin-Up,Chin-ups,2,9,,,,,,"12, 9, 7 — main pull"
2026-07-05,pull,ex20,Chin-Up,Chin-ups,3,7,,,,,,"12, 9, 7 — main pull"
2026-07-05,pull,ex49,TRX T-Row,TRX rows,1,23,,,,,,"23, 23, 23 — NEW; closest precedent TRX T's 06-22 (20/15/12)"
2026-07-05,pull,ex49,TRX T-Row,TRX rows,2,23,,,,,,"23, 23, 23 — NEW; closest precedent TRX T's 06-22 (20/15/12)"
2026-07-05,pull,ex49,TRX T-Row,TRX rows,3,23,,,,,,"23, 23, 23 — NEW; closest precedent TRX T's 06-22 (20/15/12)"
2026-07-05,pull,ex18,Dumbbell Upright Row,Dumbbell upright rows,1,10,50,yes,,,,"10, 10, 7 @ 50 lb/hand — took the 40→50 bump the log called for"
2026-07-05,pull,ex18,Dumbbell Upright Row,Dumbbell upright rows,2,10,50,yes,,,,"10, 10, 7 @ 50 lb/hand — took the 40→50 bump the log called for"
2026-07-05,pull,ex18,Dumbbell Upright Row,Dumbbell upright rows,3,7,50,yes,,,,"10, 10, 7 @ 50 lb/hand — took the 40→50 bump the log called for"
2026-07-05,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,1,8,40,yes,,,,"8, 8, 8 @ 40 lb/hand — even 8s vs 10/7/6 on 06-22"
2026-07-05,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,2,8,40,yes,,,,"8, 8, 8 @ 40 lb/hand — even 8s vs 10/7/6 on 06-22"
2026-07-05,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,3,8,40,yes,,,,"8, 8, 8 @ 40 lb/hand — even 8s vs 10/7/6 on 06-22"
2026-07-05,pull,ex19,TRX Bicep Curl,TRX curls,1,15,,,,,,"15, 15, 15 — bicep capper (biceps lagging)"
2026-07-05,pull,ex19,TRX Bicep Curl,TRX curls,2,15,,,,,,"15, 15, 15 — bicep capper (biceps lagging)"
2026-07-05,pull,ex19,TRX Bicep Curl,TRX curls,3,15,,,,,,"15, 15, 15 — bicep capper (biceps lagging)"
2026-07-03,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,1,10,60,yes,,,,"10, 9, 8 @ 60 lb/hand — +12.5% volume vs 06-26 (9/9/6); hold 60 until 12/set"
2026-07-03,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,2,9,60,yes,,,,"10, 9, 8 @ 60 lb/hand — +12.5% volume vs 06-26 (9/9/6); hold 60 until 12/set"
2026-07-03,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,3,8,60,yes,,,,"10, 9, 8 @ 60 lb/hand — +12.5% volume vs 06-26 (9/9/6); hold 60 until 12/set"
2026-07-03,push,ex03,Push-up,Standard push-ups,1,10,,,,,,"10, 8, 7"
2026-07-03,push,ex03,Push-up,Standard push-ups,2,8,,,,,,"10, 8, 7"
2026-07-03,push,ex03,Push-up,Standard push-ups,3,7,,,,,,"10, 8, 7"
2026-07-03,push,ex33,Dips,Dips,1,10,,,,,,"10, 8, 5"
2026-07-03,push,ex33,Dips,Dips,2,8,,,,,,"10, 8, 5"
2026-07-03,push,ex33,Dips,Dips,3,5,,,,,,"10, 8, 5"
2026-07-03,push,ex40,TRX Tricep Extension,TRX tricep extensions,1,8,,,,,,"8, 10, 10"
2026-07-03,push,ex40,TRX Tricep Extension,TRX tricep extensions,2,10,,,,,,"8, 10, 10"
2026-07-03,push,ex40,TRX Tricep Extension,TRX tricep extensions,3,10,,,,,,"8, 10, 10"
2026-07-03,push,ex-scap,Scaption,Scaption,1,12,10,yes,,,,"12, 12, 12 @ 10 lb/hand — NEW; scapular-plane raise, shoulder-friendly"
2026-07-03,push,ex-scap,Scaption,Scaption,2,12,10,yes,,,,"12, 12, 12 @ 10 lb/hand — NEW; scapular-plane raise, shoulder-friendly"
2026-07-03,push,ex-scap,Scaption,Scaption,3,12,10,yes,,,,"12, 12, 12 @ 10 lb/hand — NEW; scapular-plane raise, shoulder-friendly"
2026-06-22,pull,ex06,Pull-up,Ring-grip pull-ups (Olympic rings),1,7,,,,,,"7, 7, 5"
2026-06-22,pull,ex06,Pull-up,Ring-grip pull-ups (Olympic rings),2,7,,,,,,"7, 7, 5"
2026-06-22,pull,ex06,Pull-up,Ring-grip pull-ups (Olympic rings),3,5,,,,,,"7, 7, 5"
2026-06-22,pull,ex18,Dumbbell Upright Row,Upright rows,1,12,40,yes,,,,"12, 12, 12 @ 40 lb/hand — easy, go up to 50 next time"
2026-06-22,pull,ex18,Dumbbell Upright Row,Upright rows,2,12,40,yes,,,,"12, 12, 12 @ 40 lb/hand — easy, go up to 50 next time"
2026-06-22,pull,ex18,Dumbbell Upright Row,Upright rows,3,12,40,yes,,,,"12, 12, 12 @ 40 lb/hand — easy, go up to 50 next time"
2026-06-22,pull,ex49,TRX T-Row,TRX T's (T-pose rows),1,20,,,,,,"20, 15, 12"
2026-06-22,pull,ex49,TRX T-Row,TRX T's (T-pose rows),2,15,,,,,,"20, 15, 12"
2026-06-22,pull,ex49,TRX T-Row,TRX T's (T-pose rows),3,12,,,,,,"20, 15, 12"
2026-06-22,pull,ex-yfly,TRX Y-Fly,TRX Y flies (curtain-opener),1,12,,,,,,"12, 12, 12 — rear delts"
2026-06-22,pull,ex-yfly,TRX Y-Fly,TRX Y flies (curtain-opener),2,12,,,,,,"12, 12, 12 — rear delts"
2026-06-22,pull,ex-yfly,TRX Y-Fly,TRX Y flies (curtain-opener),3,12,,,,,,"12, 12, 12 — rear delts"
2026-06-22,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,1,10,40,yes,,,,"10, 7, 6 @ 40 lb/hand"
2026-06-22,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,2,7,40,yes,,,,"10, 7, 6 @ 40 lb/hand"
2026-06-22,pull,ex25,Incline Hammer Curl,Incline dumbbell hammer curls,3,6,40,yes,,,,"10, 7, 6 @ 40 lb/hand"
2026-06-22,pull,ex16,Plank,Plank,,,,,,,yes,"before bed — promised pre-sleep, banked on his word"
2026-06-20,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,1,10,52.5,yes,,,,"10, 10, 10 @ 52.5 lb/hand"
2026-06-20,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,2,10,52.5,yes,,,,"10, 10, 10 @ 52.5 lb/hand"
2026-06-20,push,ex32,Incline Dumbbell Bench Press,Incline dumbbell bench press,3,10,52.5,yes,,,,"10, 10, 10 @ 52.5 lb/hand"
2026-06-20,push,ex31,TRX Push-up,TRX push-ups,1,12,,,,,,"12, 12, 15"
2026-06-20,push,ex31,TRX Push-up,TRX push-ups,2,12,,,,,,"12, 12, 15"
2026-06-20,push,ex31,TRX Push-up,TRX push-ups,3,15,,,,,,"12, 12, 15"
2026-06-20,push,ex33,Dips,Dips,1,7,,,,,,"7, 8, 6"
2026-06-20,push,ex33,Dips,Dips,2,8,,,,,,"7, 8, 6"
2026-06-20,push,ex33,Dips,Dips,3,6,,,,,,"7, 8, 6"
2026-06-20,push,ex05,Single-Arm Shoulder Press,Shoulder press (single-arm),1,12,20/25/25,yes,,,,"12, 10, 9 @ 20/25/25 lb per arm — bumped 20→25 (20 too easy)"
2026-06-20,push,ex05,Single-Arm Shoulder Press,Shoulder press (single-arm),2,10,20/25/25,yes,,,,"12, 10, 9 @ 20/25/25 lb per arm — bumped 20→25 (20 too easy)"
2026-06-20,push,ex05,Single-Arm Shoulder Press,Shoulder press (single-arm),3,9,20/25/25,yes,,,,"12, 10, 9 @ 20/25/25 lb per arm — bumped 20→25 (20 too easy)"
2026-06-20,push,ex40,TRX Tricep Extension,TRX tricep extensions,1,12,,,,,,"12, 12, 10"
2026-06-20,push,ex40,TRX Tricep Extension,TRX tricep extensions,2,12,,,,,,"12, 12, 10"
2026-06-20,push,ex40,TRX Tricep Extension,TRX tricep extensions,3,10,,,,,,"12, 12, 10"
2026-06-19,legs,ex12,Kettlebell Goblet Squat,Goblet squat (kettlebell),1,17,,,,,,"17, 20 — 2 sets near failure; feel: alive / flow"
2026-06-19,legs,ex12,Kettlebell Goblet Squat,Goblet squat (kettlebell),2,20,,,,,,"17, 20 — 2 sets near failure; feel: alive / flow"
2026-06-19,legs,ex15,Calf Raise,Calf raises,,,,,,,yes,enough (reps uncounted)
2026-06-19,legs,ex35,Glute Bridge,Glute bridges,,,,,,,yes,enough (reps uncounted)
2026-06-19,legs,ex-walk,Walk,Walk,,,,,,,yes,~1 mile — pump-then-walk; strong gait
